CQC Location ID,CQC Provider ID,Hospital Name,Provider Name,Address Line 1,Address Line 2,Town/City,County,Postal Code,Region,Local Authority,Constituency,Latitude,Longitude,Phone,Website,Number of Beds,Has Beds,Registration Date,Rating,Rating Date,Service Types,Specialisms,Companies House Number,Last Updated
1-3222321660,1-102643305,Spire Nottingham Hospital,Spire Healthcare Limited,Tollerton Lane,Tollerton,Nottingham,Nottinghamshire,NG12 4GA,East Midlands,Nottinghamshire,Rushcliffe,52.9186681,-1.0830966,01159377800,www.spirehealthcare.com/nottingham,0,No,2017-04-18,Outstanding,2024-02-01,Hospital,Services for everyone,01522532,2025-11-01T23:27:24.676Z
1-10312211757,1-125892793,One Health Group - Head Office,One Health Group PLC,131 Psalter Lane,,Sheffield,South Yorkshire,S11 8UX,Yorkshire & Humberside,Sheffield,Sheffield Central,53.364436,-1.500904,01142505510,www.onehealth.co.uk,0,No,2021-02-01,Not rated,,Hospital; Clinic,Caring for adults over 65 yrs; Caring for adults under 65 yrs,04201068,2025-11-01T23:28:15.108Z
1-112968810,1-101635419,St Hugh's Hospital,The Healthcare Management Trust,Peaks Lane,,Grimsby,Lincolnshire,DN32 9RP,Yorkshire & Humberside,North East Lincolnshire,Great Grimsby and Cleethorpes,53.551052,-0.07382,01472251100,www.sthughshospital.co.uk,31,Yes,2010-12-17,Requires improvement,2019-05-31,Hospital,Caring for adults over 65 yrs; Caring for adults under 65 yrs,01932882,2025-11-01T23:28:19.381Z
1-115574578,1-102643516,Nuffield Health Leeds Hospital,Nuffield Health,2 Leighton Street,,Leeds,West Yorkshire,LS1 3EB,Yorkshire & Humberside,Leeds,Leeds Central and Headingley,53.8006706,-1.5542769,01133227251,www.nuffieldhealth.com/hospitals/leeds,88,Yes,2010-11-26,Not rated,,Hospital,Caring for adults over 65 yrs; Caring for adults under 65 yrs; Caring for children; Physical disabilities; Sensory impairment,00576970,2025-11-01T23:28:20.410Z
1-115574877,1-102643516,Nuffield Health York Hospital,Nuffield Health,Haxby Road,,York,,YO31 8TA,Yorkshire & Humberside,York,York Central,53.9735441,-1.0748019,01904715000,www.nuffieldhealth.com/hospitals/york,42,Yes,2010-11-26,Not rated,,Hospital,Caring for adults over 65 yrs; Caring for adults under 65 yrs; Caring for children; Physical disabilities; Sensory impairment,00576970,2025-11-01T23:28:20.573Z
1-11891937603,1-11414713846,Claremont Hospital,Claremont Hospital LLP,401 Sandygate Road,,Sheffield,South Yorkshire,S10 5UB,Yorkshire & Humberside,Sheffield,Sheffield Hallam,53.375454,-1.536039,01142630330,www.spirehealthcare.com,0,No,2021-11-11,Not rated,,Hospital,Services for everyone,OC385492,2025-11-01T23:28:21.985Z
1-1285188923,1-1186435644,North of England Hyperbaric Services Limited,North of England Medical Hyperbaric Services Limited,"Spire, Hull and East Riding Hospital","Lowfield Road, Anlaby",Hull,North Humberside,HU10 7AZ,Yorkshire & Humberside,East Riding of Yorkshire,Kingston upon Hull West and Haltemprice,53.7392732,-0.4350316,01482659471,,0,No,2014-03-10,Inspected but not rated,2015-12-29,Hospital; Hyperbaric chamber services,Caring for adults over 65 yrs; Caring for adults under 65 yrs; Caring for children,03373813,2025-11-01T23:28:28.111Z
1-128733159,1-102643458,The Yorkshire Clinic,Ramsay Health Care UK Operations Limited,Bradford Road,,Bingley,West Yorkshire,BD16 1TW,Yorkshire & Humberside,Bradford,Shipley,53.832254,-1.818104,01274550600,www.ramsayhealth.co.uk,72,Yes,2010-12-20,Not rated,,Hospital,Caring for adults over 65 yrs; Caring for adults under 65 yrs,01532937,2025-11-01T23:28:28.488Z
1-128766718,1-102643500,The Duchy Hospital,Circle Health Group Limited,Queens Road,,Harrogate,North Yorkshire,HG2 0HF,Yorkshire & Humberside,North Yorkshire,Harrogate and Knaresborough,53.9875849,-1.5478172,01423567136,www.circlehealthgroup.co.uk/hospitals/the-duchy-hospital,27,Yes,2011-05-11,Good,2024-02-09,Hospital; Diagnosis/screening,Caring for adults over 65 yrs; Learning disabilities; Physical disabilities; Sensory impairment,02164270,2025-11-01T23:28:28.596Z
1-128766884,1-102643500,Huddersfield Private Hospital,Circle Health Group Limited,Birkby Hall Road,Birkby,Huddersfield,West Yorkshire,HD2 2BL,Yorkshire & Humberside,Kirklees,Huddersfield,53.6590582,-1.7999362,01484533131,ww.circlehealthgroup.co.uk/hospitals/the-huddersfield-hospital,29,Yes,2011-05-11,Requires improvement,2019-12-23,Hospital; Diagnosis/screening,Caring for adults over 65 yrs; Caring for adults under 65 yrs,02164270,2025-11-01T23:28:28.871Z
1-128767375,1-102643500,Thornbury Hospital,Circle Health Group Limited,312 Fulwood Road,,Sheffield,South Yorkshire,S10 3BR,Yorkshire & Humberside,Sheffield,Sheffield Hallam,53.374535,-1.517275,01142661133,www.circlehealthgroup.co.uk/hospitals/thornbury-hospital,77,Yes,2011-05-11,Good,2019-11-19,Hospital; Diagnosis/screening,Caring for adults over 65 yrs; Caring for adults under 65 yrs; Caring for children; Physical disabilities; Sensory impairment,02164270,2025-11-01T23:28:28.964Z
1-129798228,1-102643305,Spire Leeds Hospital,Spire Healthcare Limited,Jackson Avenue,Roundhay,Leeds,West Yorkshire,LS8 1NT,Yorkshire & Humberside,Leeds,Leeds North East,53.8324847,-1.513933,01132693939,www.spirehealthcare.com/leeds,88,Yes,2010-11-03,Good,2020-06-01,Hospital,Caring for children; Services for everyone,01522532,2025-11-01T23:28:30.632Z
1-138502307,1-116865905,Park Hill Hospital,Independent British Healthcare (Doncaster) Limited,Thorne Road,,Doncaster,South Yorkshire,DN2 5TH,Yorkshire & Humberside,Doncaster,Doncaster Central,53.5303841,-1.1116209,01302730300,www.ramsayhealth.co.uk,22,Yes,2010-12-08,Good,2019-11-20,Hospital,Caring for adults over 65 yrs; Caring for adults under 65 yrs,03043168,2025-11-01T23:28:35.599Z
1-20400631674,1-20295008752,NHS Humber Health Partnership: Hull Royal Infirmary,Hull & East Yorkshire Anaesthetic Syndicate (Hull) Ltd,Hull Royal Infirmary,Anlaby Road,Hull,North Humberside,HU3 2JZ,Yorkshire & Humberside,"Kingston upon Hull, City of",Kingston upon Hull North and Cottingham,53.744113,-0.358146,07890890097,www.heyas.co.uk,0,No,2024-11-18,Not rated,,Hospital,Services for everyone,15023877,2025-11-01T23:28:54.784Z
1-20400631704,1-20295008752,NHS Humber Health Partnership: Castle Hill Hospital,Hull & East Yorkshire Anaesthetic Syndicate (Hull) Ltd,Castle Hill Hospital,Castle Road,Cottingham,Humberside,HU16 5JQ,Yorkshire & Humberside,East Riding of Yorkshire,Kingston upon Hull North and Cottingham,53.7767536,-0.4449901,07890890097,www.heyas.co.uk,0,No,2024-11-18,Not rated,,Hospital,Services for everyone,15023877,2025-11-01T23:28:54.915Z
1-20400631725,1-20295008752,NHS Humber Health Partnership: Goole & District Hospital,Hull & East Yorkshire Anaesthetic Syndicate (Hull) Ltd,Goole & District Hospital,Woodland Avenue,Goole,,DN14 6RX,Yorkshire & Humberside,East Riding of Yorkshire,Goole and Pocklington,53.7154831,-0.8749359,07890890097,www.heyas.co.uk,0,No,2024-11-18,Not rated,,Hospital,Services for everyone,15023877,2025-11-01T23:28:55.016Z
1-22161612155,1-7337623585,The Vitalia Clinic,Menwell Limited,"Unit B, Spectrum Park",Whitehouse Stree,Leeds,,LS10 1AD,Yorkshire & Humberside,Leeds,Leeds South,53.7847431,-1.532818,01135218580,www.manual.co,0,No,2025-06-16,Not rated,,Hospital,Caring for adults over 65 yrs; Caring for adults under 65 yrs,11476975,2025-11-01T23:29:04.130Z
1-23871386365,1-158804030,ACES (Meadowhall Sheffield),Anglia Community Eye Service Limited,The Gallery,Meadowhall Shopping Centre,Sheffield,,S9 1EP,Yorkshire & Humberside,Sheffield,Sheffield South East,53.4141965,-1.4135889,03331882937,www.aces-eyeclinic.co.uk,0,No,2025-07-15,Not rated,,Hospital,Caring for adults over 65 yrs; Caring for adults under 65 yrs,05632363,2025-11-01T23:29:09.673Z
1-2745185984,1-102643305,Spire Methley Park Hospital,Spire Healthcare Limited,Methley Lane,Methley,Leeds,West Yorkshire,LS26 9HG,Yorkshire & Humberside,Leeds,Wakefield and Rothwell,53.7404596,-1.4233287,01977518518,www.spirehealthcare.com,0,No,2016-07-01,Good,2024-01-22,Hospital,Services for everyone,01522532,2025-11-01T23:29:18.850Z
1-2745570008,1-102643305,Spire Hull & East Riding Hospital,Spire Healthcare Limited,Lowfield Road,Anlaby,Hull,North Humberside,HU10 7AZ,Yorkshire & Humberside,East Riding of Yorkshire,Kingston upon Hull West and Haltemprice,53.7392732,-0.4350316,,www.spirehealthcare.com,0,No,2016-07-01,Good,2018-11-15,Hospital,Services for everyone,01522532,2025-11-01T23:29:18.984Z
1-2745680580,1-102643305,Spire Elland Hospital including Longlands Consulting Rooms,Spire Healthcare Limited,Elland Lane,,Elland,West Yorkshire,HX5 9EB,Yorkshire & Humberside,Calderdale,Calder Valley,53.688791,-1.82893,,www.spirehealthcare.com,0,No,2016-07-01,Good,2017-03-21,Hospital,Services for everyone,01522532,2025-11-01T23:29:19.272Z
1-5587637271,1-5535889562,Clifton Park Hospital Limited,Clifton Park Hospital Limited,"Bluebeck Drive, Shipton Road",,York,,YO30 5RA,Yorkshire & Humberside,York,York Outer,53.9785277,-1.1135585,01904464550,,0,No,2018-10-01,Good,2022-05-09,Hospital,Caring for adults over 65 yrs; Caring for adults under 65 yrs,11140716,2025-11-01T23:29:41.225Z
1-108411638,1-101634722,First Trust Hospital,Anaster Limited,Durton Lane,Broughton,Preston,Lancashire,PR3 5LD,North West,Lancashire,Ribble Valley,53.8040949,-2.7115026,01772860884,www.firsttrusthospital.org,9,Yes,2010-11-24,Good,2022-09-01,Hospital,Caring for adults over 65 yrs; Caring for adults under 65 yrs; Services for everyone,05005443,2025-11-01T23:30:27.392Z
1-115574737,1-102643516,Nuffield Health The Grosvenor Hospital Chester,Nuffield Health,Wrexham Road,,Chester,Cheshire,CH4 7QP,North West,Cheshire West and Chester,Chester South and Eddisbury,53.1763575,-2.8952629,01244680444,www.nuffieldhealth.com/hospitals/chester,36,Yes,2010-11-26,Good,2016-12-23,Hospital,Caring for adults over 65 yrs; Caring for adults under 65 yrs; Caring for children; Physical disabilities; Sensory impairment,00576970,2025-11-01T23:30:31.606Z
1-12696028155,1-158826172,Star Clinic,Star Clinic Limited,4-5 Hope Square,,Altrincham,,WA14 2YQ,North West,,Altrincham and Sale West,,,03717054565,www.starclinic.co.uk,0,No,2023-07-03,Good,2021-10-15,Hospital,Caring for adults over 65 yrs; Caring for adults under 65 yrs,06460462,2025-11-01T23:30:47.962Z
1-128732725,1-102643458,Euxton Hall Hospital,Ramsay Health Care UK Operations Limited,Wigan Road,Euxton,Chorley,Lancashire,PR7 6DY,North West,Lancashire,South Ribble,53.660948,-2.676313,01257276261,www.ramsayhealth.co.uk,29,Yes,2010-12-20,Good,2017-03-28,Hospital,Caring for adults over 65 yrs; Caring for adults under 65 yrs,01532937,2025-11-01T23:30:49.510Z
1-128732946,1-102643458,Fulwood Hall Hospital,Ramsay Health Care UK Operations Limited,Midgery Lane,Fulwood,Preston,Lancashire,PR2 9SZ,North West,Lancashire,Preston,53.7863325,-2.6840335,01772704111,www.ramsayhealth.co.uk,30,Yes,2010-12-20,Good,2018-12-06,Hospital,Caring for adults over 65 yrs; Caring for adults under 65 yrs,01532937,2025-11-01T23:30:49.635Z
1-128733032,1-102643458,Oaklands Hospital,Ramsay Health Care UK Operations Limited,19 Lancaster Road,,Salford,Greater Manchester,M6 8AQ,North West,Salford,Salford,53.4919275,-2.3210451,01617877700,www.ramsayhealth.co.uk,28,Yes,2010-12-20,Not rated,,Hospital,Caring for adults over 65 yrs; Caring for adults under 65 yrs,01532937,2025-11-01T23:30:49.775Z
1-128733087,1-102643458,Renacres Hospital,Ramsay Health Care UK Operations Limited,Renacres Lane,Halsall,Ormskirk,Lancashire,L39 8SE,North West,Lancashire,West Lancashire,53.6010906,-2.9536255,01704841133,www.ramsayhealth.co.uk,32,Yes,2010-12-20,Good,2016-12-28,Hospital,Caring for adults over 65 yrs; Caring for adults under 65 yrs,01532937,2025-11-01T23:30:49.865Z
1-128758505,1-102643500,The Beardwood Hospital,Circle Health Group Limited,Preston New Road,,Blackburn,Lancashire,BB2 7AE,North West,Blackburn with Darwen,Blackburn,53.7550539,-2.5131722,01254507607,www.circlehealthgroup.co.uk/hospitals/the-beardwood-hospital,31,Yes,2011-05-11,Good,2017-05-26,Hospital; Diagnosis/screening,Caring for adults over 65 yrs; Caring for adults under 65 yrs; Physical disabilities; Sensory impairment,02164270,2025-11-01T23:30:50.194Z
1-128758526,1-102643500,The Beaumont Hospital,Circle Health Group Limited,Old Hall Clough,Chorley New Road,Lostock Bolton,Lancashire,BL6 4LA,North West,Bolton,Bolton West,53.5815049,-2.4993042,01204404404,www.circlehealthgroup.co.uk/hospitals/the-beaumont-hospital,34,Yes,2011-05-11,Not rated,,Hospital,Caring for adults over 65 yrs; Caring for adults under 65 yrs; Physical disabilities; Sensory impairment,02164270,2025-11-01T23:30:50.363Z
1-128758569,1-102643500,The Alexandra Hospital,Circle Health Group Limited,Mill Lane,,Cheadle,Cheshire,SK8 2PX,North West,Stockport,Cheadle,53.397264,-2.215828,01614283656,www.circlehealthgroup.co.uk/hospitals/the-alexandra-hospital,170,Yes,2011-05-11,Good,2022-03-09,Hospital,Caring for adults over 65 yrs; Caring for adults under 65 yrs; Caring for children; Physical disabilities; Sensory impairment,02164270,2025-11-01T23:30:50.474Z
1-128766862,1-102643500,The Highfield Hospital,Circle Health Group Limited,Manchester Road,,Rochdale,Lancashire,OL11 4LZ,North West,Rochdale,Heywood and Middleton North,53.6065185,-2.1675034,01706655121,www.circlehealthgroup.co.uk/hospitals/the-highfield-hospital,0,No,2011-05-11,Outstanding,2022-08-08,Hospital; Diagnosis/screening,Caring for adults over 65 yrs; Caring for adults under 65 yrs; Physical disabilities; Sensory impairment,02164270,2025-11-01T23:30:50.585Z
1-128766928,1-102643500,Lancaster Private Hospital,Circle Health Group Limited,Meadowside,,Lancaster,Lancashire,LA1 3RH,North West,Lancashire,Lancaster and Wyre,54.0432016,-2.795404,0152462345,www.circlehealthgroup.co.uk/hospitals/the-lancaster-hospital,27,Yes,2011-05-11,Requires improvement,2019-10-15,Hospital; Diagnosis/screening,Caring for adults over 65 yrs; Caring for adults under 65 yrs; Physical disabilities; Sensory impairment,02164270,2025-11-01T23:30:50.691Z
1-129798153,1-102643305,Spire Cheshire Hospital,Spire Healthcare Limited,Fir Tree Close,Stretton,Warrington,Cheshire,WA4 4LU,North West,Warrington,Warrington South,53.3374853,-2.5763467,01925215002,www.spirehealthcare.com/cheshire,38,Yes,2010-10-13,Outstanding,2017-05-17,Hospital,Caring for children; Services for everyone,01522532,2025-11-01T23:30:54.794Z
1-129798303,1-102643305,Spire Murrayfield Hospital,Spire Healthcare Limited,Holmwood Drive,Thingwall,Wirral,Merseyside,CH61 1AU,North West,Wirral,Wirral West,53.349272,-3.080113,08456002110,www.spirehealthcare.com,0,No,2010-10-13,Good,2022-07-21,Hospital,Caring for adults over 65 yrs; Caring for adults under 65 yrs; Services for everyone,01522532,2025-11-01T23:30:55.301Z
1-13672768016,1-126141122,Laurie Solomon Renal Centre,Diaverum Facilities Management Limited,Old Bank Lane,,Blackburn,,BB1 2PW,North West,Blackburn with Darwen,Blackburn,53.7368157,-2.4555426,01727737680,www.diaverum.com,0,No,2022-08-16,Not rated,,Hospital,Caring for adults over 65 yrs; Caring for adults under 65 yrs; Physical disabilities,06615243,2025-11-01T23:30:59.718Z
1-14184948791,1-14142727285,Pines Hospital,Transform Healthcare Limited,192 Altrincham Road,,Manchester,Lancashire,M22 4RZ,North West,Manchester,Wythenshawe and Sale East,53.393866,-2.252758,01614952400,,0,No,2022-12-01,Good,2022-08-15,Hospital; Doctors/Gps,Caring for adults over 65 yrs; Caring for adults under 65 yrs,10616065,2025-11-01T23:31:03.036Z
1-20398593065,1-102643500,Fairfield Independent Hospital,Circle Health Group Limited,Crank Road,Crank,St. Helens,,WA11 7RS,North West,St. Helens,St Helens North,53.4845649,-2.7500743,07711817745,,32,Yes,2025-04-02,Good,2017-01-25,Hospital,Caring for adults over 65 yrs; Caring for adults under 65 yrs; Caring for children,02164270,2025-11-01T23:31:30.868Z
1-20398917693,1-2120429146,Holes Lane Surgery,Manchester Medics Limited,28 Holes Lane,Woolston,Warrington,Cheshire,WA1 4NE,North West,Warrington,Warrington North,53.3999827,-2.5451401,01925599855,,0,No,2024-12-04,Not rated,,Hospital,Caring for adults over 65 yrs; Caring for adults under 65 yrs; Caring for children,08391508,2025-11-01T23:31:31.050Z
1-24876791337,1-585407111,First Trust Hospital,Bespoke Healthcare Limited,Durton Lane,,Preston,,PR3 5LD,North West,Lancashire,Ribble Valley,53.8040949,-2.7115026,01772860884,www.bespokehealthcare.co.uk,0,No,2025-10-27,Good,2022-09-01,Hospital,Caring for adults over 65 yrs; Caring for adults under 65 yrs,05886937,2025-11-01T23:31:45.368Z
1-2745329906,1-102643305,Spire Regency Hospital,Spire Healthcare Limited,West Street,,Macclesfield,Cheshire,SK11 8DW,North West,Cheshire East,Macclesfield,53.2608779,-2.1374242,01625501150,www.spirehealthcare.com/regency,0,No,2016-07-01,Good,2022-02-11,Hospital,Services for everyone,01522532,2025-11-01T23:31:49.091Z
1-2745411269,1-102643305,Spire Liverpool Hospital,Spire Healthcare Limited,57 Greenbank Road,,Liverpool,Merseyside,L18 1HQ,North West,Liverpool,Liverpool Wavertree,53.3852869,-2.9241168,01517337123,www.spirehealthcare.com,0,No,2016-07-01,Good,2022-10-03,Hospital,Services for everyone,01522532,2025-11-01T23:31:49.189Z
1-2745681065,1-102643305,Spire Fylde Coast Hospital,Spire Healthcare Limited,Fylde Coast Hospital,St Walburgas Road,Blackpool,Lancashire,FY3 8BP,North West,Blackpool,Blackpool South,53.826067,-3.0195806,,www.spirehealthcare.com,0,No,2016-07-01,Good,2019-09-02,Hospital,Services for everyone,01522532,2025-11-01T23:31:49.302Z
1-3075405928,1-102643305,Spire Manchester Hospital,Spire Healthcare Limited,170 Barlow Moor Road,West Didsbury,Manchester,,M20 2AF,North West,Manchester,Manchester Withington,53.4250685,-2.2529531,01614476677,www.spirehealthcare.com,0,No,2017-01-22,Outstanding,2022-10-20,Hospital,Services for everyone,01522532,2025-11-01T23:31:52.720Z
1-336444251,1-302798581,HCA Healthcare UK The Christie Private Care,The Christie Clinic LLP,The Christie NHS Foundation Trust,550 Wilmslow Road,Manchester,Lancashire,M20 4BX,North West,Manchester,Manchester Withington,53.429767,-2.230125,01614463480,www.thechristieclinic.co.uk,34,Yes,2011-11-15,Outstanding,2018-06-20,Hospital,Caring for adults over 65 yrs; Caring for adults under 65 yrs; Caring for children,OC355132,2025-11-01T23:31:54.540Z
1-6683212183,1-6648341193,ASET Hospital,ASET Hospital Limited,1 Sandstone Drive,Whiston,Prescot,,L35 7LS,North West,Knowsley,St Helens South and Whiston,53.4244892,-2.7829501,01514264777,www.asethospital.co.uk,0,No,2019-08-30,Requires improvement,2023-02-17,Hospital,Caring for adults over 65 yrs; Caring for adults under 65 yrs; Physical disabilities,07898413,2025-11-01T23:32:18.360Z
1-115574618,1-102643516,Nuffield Health Newcastle-upon-Tyne Hospital,Nuffield Health,Clayton Road,,Newcastle Upon Tyne,Tyne and Wear,NE2 1JP,North East,Newcastle upon Tyne,Newcastle upon Tyne North,54.9866199,-1.6053068,01912816131,www.nuffieldhealth.com/hospitals/newcastle,40,Yes,2010-11-26,Good,2016-08-17,Hospital,Caring for adults over 65 yrs; Caring for adults under 65 yrs; Caring for children; Physical disabilities; Sensory impairment,00576970,2025-11-01T23:33:48.108Z
1-115574718,1-102643516,Nuffield Health Tees Hospital,Nuffield Health,Junction Road,Norton,Stockton On Tees,County Durham,TS20 1PX,North East,Stockton-on-Tees,Stockton North,54.5933255,-1.3353092,01642360100,www.nuffieldhealth.com/hospitals/tees,31,Yes,2010-11-26,Good,2022-04-19,Hospital,Caring for adults over 65 yrs; Caring for adults under 65 yrs; Caring for children; Physical disabilities; Sensory impairment,00576970,2025-11-01T23:33:48.204Z
1-128767416,1-102643500,Woodlands Hospital,Circle Health Group Limited,Morton Park Way,,Darlington,County Durham,DL1 4PL,North East,Darlington,Stockton West,54.52036,-1.504671,01325341700,www.circlehealthgroup.co.uk/hospitals/woodlands-hospital,38,Yes,2011-05-11,Good,2016-08-11,Hospital; Diagnosis/screening,Caring for adults over 65 yrs; Caring for adults under 65 yrs; Caring for children; Physical disabilities; Sensory impairment,02164270,2025-11-01T23:33:54.718Z
1-129798468,1-102643305,Spire Washington Hospital,Spire Healthcare Limited,Picktree Lane,Rickleton,Washington,Tyne and Wear,NE38 9JZ,North East,Sunderland,Washington and Gateshead South,54.8793725,-1.5591284,01914188660,www.spirehealthcare.com/washington,47,Yes,2010-10-13,Good,2020-05-08,Hospital,Caring for children; Services for everyone,01522532,2025-11-01T23:33:55.203Z
1-4481543105,1-102643458,Tees Valley Hospital,Ramsay Health Care UK Operations Limited,Church Lane,Acklam,Middlesbrough,Cleveland,TS5 7DX,North East,Middlesbrough,Middlesbrough and Thornaby East,54.5463762,-1.2467152,,www.ramsayhealth.co.uk,19,Yes,2018-02-02,Good,2022-03-28,Hospital,Caring for adults over 65 yrs; Caring for adults under 65 yrs,01532937,2025-11-01T23:34:15.078Z